field_id,date_of_image,source_dataset,raw_row_index,soil_moisture_flag,latitude,longitude,NDVI,GNDVI,NDWI,SAVI,soil_moisture,temperature,rainfall,crop_type,year,month,day_of_year,month_sin,month_cos,doy_sin,doy_cos,field_obs_number,NDVI_field_expanding_mean,GNDVI_field_expanding_mean,SAVI_field_expanding_mean,soil_moisture_field_expanding_mean,rainfall_field_expanding_mean,temperature_field_expanding_mean,NDVI_field_expanding_std,GNDVI_field_expanding_std,SAVI_field_expanding_std,soil_moisture_field_expanding_std,rainfall_field_expanding_std,temperature_field_expanding_std,yield
Field_10,2023-01-01,dataset1_field_satellite,173,ok,26.85633861,75.97532686,0.439753752,0.503379965,-0.503379965,0.659537999,20.86843979,6.561077004,6.979629759,Bajra,2023,1,1,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,1,,,,,,,,,,,,,35.17904002
Field_10,2023-01-04,dataset1_field_satellite,179,ok,26.85633861,75.97532686,0.355368797,0.432258533,-0.432258533,0.53298311,25.36202389,5.160529177,6.392584474,Bajra,2023,1,4,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,2,0.439753752,0.503379965,0.659537999,20.86843979,6.979629759,6.561077004,,,,,,,33.02990531
Field_10,2023-01-05,dataset1_field_satellite,181,ok,26.85633861,75.97532686,0.320632719,0.405389572,-0.405389572,0.480897202,27.08882566,5.962621378,6.146100716,Bajra,2023,1,5,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,3,0.3975612745,0.46781924900000005,0.5962605544999999,23.11523184,6.686107116500001,5.8608030905,0.059669173910621646,0.05029044685489797,0.08948782020421077,3.177443788942049,0.41510370188708934,0.990336865847784,32.11182834
Field_10,2023-01-16,dataset1_field_satellite,174,ok,26.85633861,75.97532686,0.429723908,0.50239175,-0.50239175,0.644498647,21.02133591,13.92667068,6.892137432,Bajra,2023,1,16,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486,4,0.3719184226666667,0.4470093566666667,0.5578061036666667,24.43976311333333,6.506104983,5.894742519666667,0.06126069464205304,0.05063318456513907,0.09187093854495186,3.2111094341453494,0.4282030427890935,0.702736941170082,34.80346308
Field_10,2023-01-31,dataset1_field_satellite,175,ok,26.85633861,75.97532686,0.408194911,0.480824532,-0.480824532,0.612199555,22.34252525,14.88110693,13.89340508,Bajra,2023,1,31,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,5,0.386369794,0.460854955,0.5794792395,23.5851563125,6.60261309525,7.90272455975,0.057769227728438,0.049758904988323145,0.08663570568855558,3.129785988662353,0.39936678232270806,4.056746680799648,47.22880017
Field_10,2023-02-03,dataset1_field_satellite,177,ok,26.85633861,75.97532686,0.382015999,0.466429055,-0.466429055,0.57294487,23.34498317,13.80872842,6.550635127,Bajra,2023,2,34,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,6,0.3907348174,0.4648488704,0.5860233026,23.3366301,8.0607714922,9.298401033800001,0.050972834928693485,0.04400816140603369,0.07644235039818849,2.7668568164287723,3.2788336223565944,4.699197732083363,33.53067456
Field_10,2023-02-15,dataset1_field_satellite,176,ok,26.85633861,75.97532686,0.392601567,0.477070028,-0.477070028,0.588818028,22.69349952,12.02035186,6.620252677,Bajra,2023,2,46,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,7,0.389281681,0.4651122345,0.5838435638333334,23.33802227833333,7.809082098,10.050122264833334,0.04573022581309104,0.03936738218584801,0.06858027350532366,2.4747543197371655,2.9967791452480164,4.588733628714087,33.77062649
Field_10,2023-03-17,dataset1_field_satellite,178,ok,26.85633861,75.97532686,0.285649333,0.335257037,-0.335257037,0.42842417,31.02738033,29.15834346,4.511969851,Bajra,2023,3,76,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,8,0.3897559504285714,0.4668204907142857,0.5845542015714286,23.24594759857143,7.639249323571429,10.331583635571429,0.04176464790385592,0.03622042644504672,0.06263316456706038,2.272227617512735,2.7723287269102728,4.254598349856384,42.29413649
Field_10,2023-04-16,dataset1_field_satellite,180,ok,26.85633861,75.97532686,0.320659078,0.415726626,-0.415726626,0.48093072,26.56070131,12.7636022,6.121640496,Bajra,2023,4,106,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935,9,0.37674262325,0.450375059,0.565037947625,24.21862669,7.2483393895,12.684928613625,0.053384226142138544,0.05734213149439496,0.08005979304404762,3.46327608134377,2.794694762464675,7.734437531608526,31.95533795
Field_10,2023-05-16,dataset1_field_satellite,182,ok,26.85633861,75.97532686,0.2755857,0.361198399,-0.361198399,0.413334681,29.80547964,18.61739075,5.846933407,Bajra,2023,5,136,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722,10,0.3705111182222222,0.44652523311111114,0.5556927001111112,24.478857203333334,7.1231506235555555,12.693670123222223,0.05332097190502619,0.054867982222360376,0.07996484861697911,3.3323378196522104,2.641037486954187,7.23495135885312,31.06855907
Field_10,2023-05-31,dataset1_field_satellite,183,ok,26.85633861,75.97532686,0.338486855,0.394072126,-0.394072126,0.50767818,27.48440187,14.8161351,6.331433923,Bajra,2023,5,151,0.49999999999999994,-0.8660254037844387,0.5160623910158528,-0.8565509959010036,11,0.3610185764,0.4379925497,0.5414568982000001,25.011519447,6.9955289019,13.286042185899998,0.058551743385535274,0.0583443470961732,0.08780928902988605,3.5648191270743514,2.522487515780754,7.073719662537023,32.97774184
Field_10,2023-06-15,dataset1_field_satellite,184,ok,26.85633861,75.97532686,0.327363763,0.38893775,-0.38893775,0.490994802,27.86018432,34.58961883,6.244882375,Bajra,2023,6,166,1.2246467991473532e-16,-1.0,0.2802306751992159,-0.9599326896597447,12,0.35897023809090906,0.4339997839090909,0.5383861056363636,25.23632694,6.9351566310909085,13.425141541727273,0.05596095581966412,0.05691239337387292,0.08392348629911886,3.4631003978917536,2.401404143923278,6.726558839143072,32.63346298
Field_10,2023-08-14,dataset1_field_satellite,185,ok,26.85633861,75.97532686,0.502942637,0.499141745,-0.499141745,0.754331429,20.43952171,25.50778505,14.33745215,Bajra,2023,8,226,-0.8660254037844384,-0.5000000000000004,-0.680773409477016,-0.732494071613579,13,0.35633636516666667,0.43024461441666667,0.5344368303333333,25.454981721666666,6.877633776416666,15.188847982416666,0.05413116023411316,0.05580125163181345,0.08117897728381542,3.3876990347004274,2.298303536947955,8.85783224118735,50.84894456
Field_10,2023-08-29,dataset1_field_satellite,186,ok,26.85633861,75.97532686,0.450003299,0.471689731,-0.471689731,0.674926047,22.38200434,32.47653256,7.146147411,Bajra,2023,8,241,-0.8660254037844384,-0.5000000000000004,-0.8452490573530633,-0.5343725582809785,14,0.36761377069230766,0.4355443936923077,0.5513517994615384,25.069177105384615,7.451465959,15.98261237223077,0.06587365947529529,0.05674008836957547,0.09879457393002289,3.52918078017832,3.0203807284193656,8.950618086492518,36.0658189
Field_10,2023-09-13,dataset1_field_satellite,187,ok,26.85633861,75.97532686,0.530284591,0.540468636,-0.540468636,0.795312249,18.04995011,21.67641781,15.02516065,Bajra,2023,9,256,-1.0,-1.8369701987210297e-16,-0.9536809966304455,-0.300819807635668,15,0.37349873699999997,0.4381262035,0.5601785314285714,24.87723619357143,7.429657491285715,17.1607495285,0.06701047158614754,0.05536342625080645,0.10050038344734515,3.4659500066348556,2.903034987750438,9.663492251759934,51.64182921
Field_10,2023-09-28,dataset1_field_satellite,188,ok,26.85633861,75.97532686,0.478895431,0.493908472,-0.493908472,0.718252852,20.95234659,22.06702864,7.352177728,Bajra,2023,9,271,-1.0,-1.8369701987210297e-16,-0.9988797155850335,-0.04732138832243232,16,0.38395112726666664,0.4449490323333334,0.5758541126,24.422083788000002,7.936024368533333,17.4617940806,0.07621316909487738,0.05953517876711505,0.11430106217880853,3.7765337699012558,3.4163944532187887,9.384683247531678,36.83783817
Field_10,2023-10-13,dataset1_field_satellite,189,ok,26.85633861,75.97532686,0.455768851,0.49497185,-0.49497185,0.683567546,21.13423471,12.3835119,7.142384301,Bajra,2023,10,286,-0.8660254037844386,0.5000000000000001,-0.9778483415056568,0.20931464596304888,17,0.38988514625,0.4480089973125,0.5847540338125,24.205225213125,7.8995339535,17.7496212405625,0.07736031692432312,0.058804386295211696,0.11602192977598208,3.750178096856202,3.3037764949948887,9.139272724361689,35.9301939
Field_10,2023-10-28,dataset1_field_satellite,190,ok,26.85633861,75.97532686,0.404769654,0.459241222,-0.459241222,0.607078509,23.47964511,17.57342934,14.18128305,Bajra,2023,10,301,-0.8660254037844386,0.5000000000000001,-0.8919813464595487,0.45207220393230374,18,0.39376065829411766,0.45077151805882354,0.5905665933529413,24.024578712941178,7.854995738647059,17.433967749941175,0.07658924899251164,0.05806521731587642,0.11486570245344752,3.706697952321385,3.2041344427512,8.944257540680749,47.59394441
Field_10,2023-11-27,dataset1_field_satellite,192,ok,26.85633861,75.97532686,0.055210932,0.005880251,-0.005880251,0.082796429,50.200237,11.0786418,11.96763313,Bajra,2023,11,331,-0.5000000000000004,0.8660254037844384,-0.5524353131676203,0.8335557718385695,19,0.3943722691666667,0.45124205716666665,0.591483922,23.99430462388889,8.206456144833332,17.441715616055557,0.07434778122595175,0.056366897852089565,0.11150404110510649,3.5983183214245105,3.4476088224370534,8.677266634785555,42.88879998
Field_10,2023-12-11,dataset1_field_satellite,191,ok,26.85633861,75.97532686,0.440399377,0.483777421,-0.483777421,0.660519224,21.86283771,9.443800814,7.031372532,Bajra,2023,12,345,-2.4492935982947064e-16,1.0,-0.33752289959411347,0.941317317512847,20,0.37652167247368423,0.42780196210526317,0.5647108960526316,25.37356422263158,8.404412828263156,17.106816994157896,0.10618256137684136,0.11593117624687811,0.15925301884327064,6.9550953286327495,3.4598010079679593,8.55820587378734,35.51288619
Field_10,2023-12-12,dataset1_field_satellite,193,ok,26.85633861,75.97532686,0.424612495,0.48470377,-0.48470377,0.636827586,21.9767637,7.577559516,6.888374322,Bajra,2023,12,346,-2.4492935982947064e-16,1.0,-0.32126966169236515,0.9469877530760751,21,0.3797155577,0.43060073504999996,0.56950131245,25.198027897,8.33576081345,16.72366618515,0.10433286740766785,0.1135311843703787,0.15647897220618542,6.8149574627425356,3.3814897988721686,8.504357106599441,34.88692462
Field_10,2023-12-27,dataset1_field_satellite,194,ok,26.85633861,75.97532686,0.435597001,0.496051461,-0.496051461,0.653304852,21.28511764,14.52522066,6.959873427,Bajra,2023,12,361,-2.4492935982947064e-16,1.0,-0.06880242680232064,0.9976303053065857,22,0.3818535070952381,0.4331770700476191,0.5727073254761905,25.044634363809525,8.266837647190476,16.288137296142857,0.10216196572296012,0.11128454913299043,0.15322282537394719,6.679489804959544,3.3109678428934806,8.525918072741241,35.13730925
Field_11,2023-01-01,dataset1_field_satellite,195,ok,22.34393983,73.23452663,0.348853721,0.420595835,-0.420595835,0.523189469,26.02410988,9.952262294,6.362479587,Bajra,2023,1,1,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,1,,,,,,,,,,,,,32.96730915
Field_11,2023-01-04,dataset1_field_satellite,201,ok,22.34393983,73.23452663,0.235097281,0.356107502,-0.356107502,0.352595331,30.47894621,10.15093566,5.496964103,Bajra,2023,1,4,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,2,0.348853721,0.420595835,0.523189469,26.02410988,6.362479587,9.952262294,,,,,,,29.58711669
Field_11,2023-01-05,dataset1_field_satellite,203,ok,22.34393983,73.23452663,0.186362636,0.307059518,-0.307059518,0.279509298,33.48127145,13.86017377,5.177099685,Bajra,2023,1,5,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,3,0.291975501,0.3883516685,0.43789239999999996,28.251528045,5.9297218449999995,10.051598977000001,0.08043795012764066,0.0456001375717162,0.12062827181047364,3.1500449780191917,0.6120118679583567,0.1404832843397559,28.47081857
Field_11,2023-01-16,dataset1_field_satellite,196,ok,22.34393983,73.23452663,0.320017816,0.418297669,-0.418297669,0.479949873,26.43596173,6.819327897,6.109410386,Bajra,2023,1,16,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486,4,0.25677121266666664,0.361254285,0.38509803266666665,29.99477584666667,5.678847791666667,11.321123907999999,0.08338559624742041,0.05694287357446883,0.1250492928663395,3.7520834713288256,0.6132639196696859,2.201124355387742,31.8927418
Field_11,2023-01-31,dataset1_field_satellite,197,ok,22.34393983,73.23452663,0.307958032,0.421691892,-0.421691892,0.461859286,26.38580293,7.639494465,13.06363915,Bajra,2023,1,31,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,5,0.2725828635,0.375515131,0.40881099275,29.1050723175,5.78648844025,10.19567490525,0.07506977853521489,0.05454491252006451,0.11257931278837485,3.542839218732974,0.5450453745840927,2.8803658534553,43.82774232
Field_11,2023-02-03,dataset1_field_satellite,199,ok,22.34393983,73.23452663,0.238323811,0.335947525,-0.335947525,0.357432757,31.47545062,5.945272768,5.573167097,Bajra,2023,2,34,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,6,0.2796578972,0.3847504832,0.4194206514,28.561218439999998,7.2419185822,9.6844388172,0.06690952283700233,0.05155404215632701,0.10034141983385851,3.3004041415716463,3.288493627141403,2.74393736734948,30.02528979
Field_11,2023-02-15,dataset1_field_satellite,198,ok,22.34393983,73.23452663,0.281332334,0.4026758,-0.4026758,0.421931826,27.62877258,14.5480559,5.8008353,Bajra,2023,2,46,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,7,0.27276888283333334,0.37661665683333334,0.40908933566666666,29.046923803333332,6.963793334666668,9.061244475666667,0.06217924501539969,0.050231565756041936,0.09324771812817004,3.182702027835344,3.019184358149162,2.8902562074432825,30.64081866
Field_11,2023-03-17,dataset1_field_satellite,200,ok,22.34393983,73.23452663,0.269072172,0.393054663,-0.393054663,0.403545476,28.24528139,21.87430552,13.14078292,Bajra,2023,3,76,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,8,0.27399223300000003,0.38033939157142854,0.41092397714285717,28.84433077142857,6.797656472571428,9.845074679142856,0.056853831811493345,0.04690081494776522,0.08526141455653889,2.9544262366304825,2.7909565903178137,3.355897192861799,42.81577113
Field_11,2023-04-16,dataset1_field_satellite,202,ok,22.34393983,73.23452663,0.213200007,0.332477618,-0.332477618,0.319757112,31.90922547,10.89918577,5.356788226,Bajra,2023,4,106,0.8660254037844387,-0.4999999999999998,0.9679377830240642,-0.25119006388481935,9,0.273377225375,0.3819288005,0.4100016645,28.76944959875,7.5905472785,11.34872853425,0.05266515556542199,0.04365381184166357,0.07897982551378697,2.7434547815107546,3.421413213055388,5.2669708169896765,29.10721283
Field_11,2023-05-16,dataset1_field_satellite,204,ok,22.34393983,73.23452663,0.197557902,0.323380355,-0.323380355,0.296299793,32.53352231,27.37198259,12.58102019,Bajra,2023,5,136,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722,10,0.2666908677777778,0.37643422466666665,0.399974492,29.118313584444447,7.342351828222222,11.298779338222223,0.05319100192372972,0.04403591317962195,0.07976831406340185,2.771476293521463,3.2859121506072775,4.929078330509435,40.84399219
Field_11,2023-05-31,dataset1_field_satellite,205,ok,22.34393983,73.23452663,0.205717001,0.334771104,-0.334771104,0.308536633,31.86853307,13.42859378,5.284348343,Bajra,2023,5,151,0.49999999999999994,-0.8660254037844387,0.5160623910158528,-0.8565509959010036,11,0.2597775712,0.3711288377,0.3896070221,29.459834457,7.8662186644,12.9060996634,0.05470698893672849,0.04477913077223524,0.08204163598753898,2.8273649361515134,3.513102947479315,6.887021465546184,28.78379935
Field_11,2023-06-15,dataset1_field_satellite,206,ok,22.34393983,73.23452663,0.177704952,0.294530772,-0.294530772,0.266525543,34.20946383,33.99320385,5.129120022,Bajra,2023,6,166,1.2246467991473532e-16,-1.0,0.2802306751992159,-0.9599326896597447,12,0.2548629739090909,0.36782358918181823,0.3822369867272727,29.678807058181818,7.631503180636364,12.953599128545454,0.05439903589698002,0.04387282579093379,0.08157964615826935,2.778854482464455,3.4225294781975864,6.535501234892751,28.33519356
Field_11,2023-09-28,dataset1_field_satellite,207,ok,22.34393983,73.23452663,0.517171895,0.473607677,-0.473607677,0.775648226,21.59808121,27.06479899,3.25226851,Bajra,2023,9,271,-1.0,-1.8369701987210297e-16,-0.9988797155850335,-0.04732138832243232,13,0.24843313874999998,0.3617158544166667,0.37259436641666666,30.05636178916667,7.42297125075,14.706899522,0.05644772162891961,0.04687743437724923,0.08465210267757406,2.9547589077542105,3.3422525742998777,8.701640302586867,49.06495409
Field_11,2023-10-13,dataset1_field_satellite,208,ok,22.34393983,73.23452663,0.482573213,0.446087819,-0.446087819,0.723750778,23.35671742,12.29878792,7.497057494,Bajra,2023,10,286,-0.8660254037844386,0.5000000000000001,-0.9778483415056568,0.20931464596304888,14,0.26910535076923076,0.3703229176923077,0.40359850946153847,29.40572482153846,7.102147962999999,15.657507173384614,0.09206650341459181,0.05456582596258164,0.13807662050856404,3.6750945856423414,3.4026200414869026,9.008672437266199,37.72461705
Field_11,2023-10-28,dataset1_field_satellite,209,ok,22.34393983,73.23452663,0.471378934,0.48534004,-0.48534004,0.706956623,21.46665321,16.77459935,7.305138843,Bajra,2023,10,301,-0.8660254037844386,0.5000000000000001,-0.8919813464595487,0.45207220393230374,15,0.2843530552142857,0.3757346963571429,0.4264665286428571,28.973652864285715,7.130355786642857,15.417598655285714,0.10525738634612657,0.056199815048606855,0.15786022649196663,3.883423614816222,3.270834894123532,8.701676932318556,36.68134778
Field_11,2023-11-27,dataset1_field_satellite,211,ok,22.34393983,73.23452663,0.458885941,0.53258958,-0.53258958,0.688214709,19.18147455,28.36718048,13.71183498,Bajra,2023,11,331,-0.5000000000000004,0.8660254037844384,-0.5524353131676203,0.8335557718385695,16,0.29682144713333336,0.3830417192666667,0.44516586826666665,28.473186220666665,7.142007990400001,15.508065368266667,0.11233727702303288,0.061104063663985346,0.16847801422954173,4.214352750900154,3.1521784334580523,8.392462801061756,48.28250214
Field_11,2023-12-11,dataset1_field_satellite,210,ok,22.34393983,73.23452663,0.42125248,0.476867678,-0.476867678,0.631783593,22.41122419,6.587928567,6.877084989,Bajra,2023,12,345,-2.4492935982947064e-16,1.0,-0.33752289959411347,0.941317317512847,17,0.306950478,0.3923884605625,0.4603564208125,27.89245424125,7.55262217725,16.31176006275,0.11584433153641643,0.06987544625108781,0.1737370562464379,4.687505940877328,3.4599823388297777,8.72196493536723,34.87649193
Field_11,2023-12-12,dataset1_field_satellite,212,ok,22.34393983,73.23452663,0.423232329,0.452230642,-0.452230642,0.634743576,23.64907901,14.31080081,6.952347205,Bajra,2023,12,346,-2.4492935982947064e-16,1.0,-0.32126966169236515,0.9469877530760751,18,0.3136741251764706,0.39735782629411764,0.47044037211764705,27.570028944117645,7.512884695588236,15.739769974764707,0.11554086359514305,0.07069105313020282,0.17328211874086177,4.729345057941458,3.3541175546006925,8.768127824440219,35.3459631
Field_11,2023-12-27,dataset1_field_satellite,213,ok,22.34393983,73.23452663,0.3775264,0.423566848,-0.423566848,0.566190708,25.57956654,12.68602286,6.611785678,Bajra,2023,12,361,-2.4492935982947064e-16,1.0,-0.06880242680232064,0.9976303053065857,19,0.3197606920555556,0.40040631605555554,0.4795683278888889,27.352198392222224,7.481743723888889,15.660382798944445,0.11502716437619956,0.06978932438550353,0.1725113590860287,4.680290466922141,3.2566530971455645,8.512998917845605,34.02101112
Field_12,2023-01-04,dataset1_field_satellite,219,ok,27.48970503,80.61771069,0.391698173,0.414034446,-0.414034446,0.587463863,25.9215981,5.559848323,3.17042085,Bajra,2023,1,4,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,1,,,,,,,,,,,,,34.72000154
